timestamp,70° or below,71° to 72°,73° to 74°,75° to 76°,77° to 78°,79° or above
2025-12-15T18:36:00Z,,,,22.00,,
2025-12-15T18:37:00Z,,,81.00,22.00,,
2025-12-15T18:38:00Z,,,81.00,22.00,,
2025-12-15T18:39:00Z,,,81.00,22.00,,
2025-12-15T18:40:00Z,,,81.00,22.00,,
2025-12-15T18:41:00Z,,,81.00,22.00,,
2025-12-15T18:42:00Z,,,81.00,22.00,,
2025-12-15T18:43:00Z,,,81.00,22.00,,
2025-12-15T18:44:00Z,,,81.00,22.00,,
2025-12-15T18:45:00Z,,,81.00,22.00,,
2025-12-15T18:46:00Z,,,81.00,22.00,,
2025-12-15T18:47:00Z,,,81.00,22.00,,
2025-12-15T18:48:00Z,,,81.00,22.00,,
2025-12-15T18:49:00Z,,,81.00,22.00,,
2025-12-15T18:50:00Z,,,81.00,22.00,,
2025-12-15T18:51:00Z,,,81.00,22.00,,
2025-12-15T18:52:00Z,,,81.00,22.00,,
2025-12-15T18:53:00Z,,,81.00,22.00,,
2025-12-15T18:54:00Z,,,81.00,22.00,,
2025-12-15T18:55:00Z,,,81.00,22.00,,
2025-12-15T18:56:00Z,,,81.00,22.00,,
2025-12-15T18:57:00Z,,,81.00,22.00,,
2025-12-15T18:58:00Z,,,81.00,22.00,,
2025-12-15T18:59:00Z,,,81.00,22.00,,
2025-12-15T19:00:00Z,,,81.00,22.00,,
2025-12-15T19:01:00Z,,,81.00,22.00,,
2025-12-15T19:02:00Z,,,81.00,22.00,,
2025-12-15T19:03:00Z,,,81.00,22.00,,
2025-12-15T19:04:00Z,,,81.00,22.00,,
2025-12-15T19:05:00Z,,,81.00,22.00,,
2025-12-15T19:06:00Z,,,81.00,22.00,,
2025-12-15T19:07:00Z,,,81.00,22.00,,
2025-12-15T19:08:00Z,,,81.00,22.00,,
2025-12-15T19:09:00Z,,,81.00,22.00,,
2025-12-15T19:10:00Z,,,81.00,22.00,,
2025-12-15T19:11:00Z,,,81.00,22.00,,
2025-12-15T19:12:00Z,,,81.00,22.00,,
2025-12-15T19:13:00Z,,,81.00,22.00,,
2025-12-15T19:14:00Z,,,81.00,22.00,,
2025-12-15T19:15:00Z,,,81.00,22.00,,
2025-12-15T19:16:00Z,,,81.00,22.00,,
2025-12-15T19:17:00Z,,,81.00,22.00,,
2025-12-15T19:18:00Z,,,81.00,22.00,,
2025-12-15T19:19:00Z,,,81.00,22.00,,
2025-12-15T19:20:00Z,,,81.00,22.00,,
2025-12-15T19:21:00Z,,,81.00,22.00,,
2025-12-15T19:22:00Z,,,81.00,22.00,,
2025-12-15T19:23:00Z,,,81.00,22.00,,
2025-12-15T19:24:00Z,,,81.00,22.00,,
2025-12-15T19:25:00Z,,,81.00,22.00,,
2025-12-15T19:26:00Z,,,81.00,22.00,,
2025-12-15T19:27:00Z,,,81.00,22.00,,
2025-12-15T19:28:00Z,,,81.00,22.00,,
2025-12-15T19:29:00Z,,,81.00,22.00,,
2025-12-15T19:30:00Z,,,81.00,22.00,,
2025-12-15T19:31:00Z,,,81.00,22.00,,
2025-12-15T19:32:00Z,,,81.00,22.00,,
2025-12-15T19:33:00Z,,,81.00,22.00,,
2025-12-15T19:34:00Z,,,81.00,22.00,,
2025-12-15T19:35:00Z,,,81.00,22.00,,
2025-12-15T19:36:00Z,,,81.00,22.00,,
2025-12-15T19:37:00Z,,,81.00,22.00,,
2025-12-15T19:38:00Z,,,81.00,22.00,,
2025-12-15T19:39:00Z,,,81.00,22.00,,
2025-12-15T19:40:00Z,,,81.00,22.00,,
2025-12-15T19:41:00Z,,,81.00,22.00,,
2025-12-15T19:42:00Z,,,81.00,22.00,,
2025-12-15T19:43:00Z,,,81.00,22.00,,
2025-12-15T19:44:00Z,,,81.00,22.00,,
2025-12-15T19:45:00Z,,,81.00,22.00,,
2025-12-15T19:46:00Z,,,81.00,22.00,,
2025-12-15T19:47:00Z,,,81.00,22.00,,
2025-12-15T19:48:00Z,,,81.00,22.00,,
2025-12-15T19:49:00Z,,,81.00,22.00,,
2025-12-15T19:50:00Z,,,81.00,22.00,,
2025-12-15T19:51:00Z,,,81.00,22.00,,
2025-12-15T19:52:00Z,,,81.00,22.00,,
2025-12-15T19:53:00Z,,,81.00,22.00,,
2025-12-15T19:54:00Z,,,81.00,22.00,,
2025-12-15T19:55:00Z,,,81.00,22.00,,
2025-12-15T19:56:00Z,,,81.00,22.00,,
2025-12-15T19:57:00Z,,,81.00,22.00,,
2025-12-15T19:58:00Z,,,81.00,22.00,,
2025-12-15T19:59:00Z,,,81.00,22.00,,
2025-12-15T20:00:00Z,,,81.00,22.00,,
2025-12-15T20:01:00Z,,,81.00,22.00,,
2025-12-15T20:02:00Z,,,81.00,22.00,,
2025-12-15T20:03:00Z,,,81.00,22.00,,
2025-12-15T20:04:00Z,,,81.00,22.00,,
2025-12-15T20:05:00Z,,,81.00,22.00,,
2025-12-15T20:06:00Z,,,81.00,22.00,,
2025-12-15T20:07:00Z,,,81.00,22.00,,
2025-12-15T20:08:00Z,,,81.00,22.00,,
2025-12-15T20:09:00Z,,,81.00,22.00,,
2025-12-15T20:10:00Z,,,81.00,22.00,,
2025-12-15T20:11:00Z,,,81.00,22.00,,
2025-12-15T20:12:00Z,,,81.00,22.00,,
2025-12-15T20:13:00Z,,,81.00,22.00,,
2025-12-15T20:14:00Z,,,81.00,22.00,,
2025-12-15T20:15:00Z,,,81.00,22.00,,
2025-12-15T20:16:00Z,,,81.00,22.00,,
2025-12-15T20:17:00Z,,,81.00,22.00,,
2025-12-15T20:18:00Z,,,81.00,22.00,,
2025-12-15T20:19:00Z,,,81.00,22.00,,
2025-12-15T20:20:00Z,,,81.00,22.00,,
2025-12-15T20:21:00Z,,,81.00,22.00,,
2025-12-15T20:22:00Z,,,81.00,22.00,,
2025-12-15T20:23:00Z,,,81.00,22.00,,
2025-12-15T20:24:00Z,,,81.00,22.00,,
2025-12-15T20:25:00Z,,,81.00,22.00,,
2025-12-15T20:26:00Z,,,81.00,22.00,,
2025-12-15T20:27:00Z,,,81.00,22.00,,
2025-12-15T20:28:00Z,,,81.00,22.00,,
2025-12-15T20:29:00Z,,,81.00,22.00,,
2025-12-15T20:30:00Z,,,81.00,22.00,,
2025-12-15T20:31:00Z,,,81.00,22.00,,
2025-12-15T20:32:00Z,,,81.00,22.00,,
2025-12-15T20:33:00Z,,,81.00,22.00,,
2025-12-15T20:34:00Z,,,81.00,22.00,,
2025-12-15T20:35:00Z,,,81.00,22.00,,
2025-12-15T20:36:00Z,,,81.00,22.00,,
2025-12-15T20:37:00Z,,,81.00,22.00,,
2025-12-15T20:38:00Z,,,81.00,22.00,,
2025-12-15T20:39:00Z,,,81.00,22.00,,
2025-12-15T20:40:00Z,,,81.00,22.00,,
2025-12-15T20:41:00Z,,,81.00,22.00,,
2025-12-15T20:42:00Z,,,81.00,22.00,,
2025-12-15T20:43:00Z,,,81.00,22.00,,
2025-12-15T20:44:00Z,,,81.00,22.00,,
2025-12-15T20:45:00Z,,,81.00,22.00,,
2025-12-15T20:46:00Z,,,81.00,22.00,,
2025-12-15T20:47:00Z,,,81.00,22.00,,
2025-12-15T20:48:00Z,,,81.00,22.00,,
2025-12-15T20:49:00Z,,,81.00,22.00,,
2025-12-15T20:50:00Z,,,81.00,22.00,,
2025-12-15T20:51:00Z,,,81.00,22.00,,
2025-12-15T20:52:00Z,,,81.00,22.00,,
2025-12-15T20:53:00Z,,,81.00,22.00,,
2025-12-15T20:54:00Z,,,81.00,22.00,,
2025-12-15T20:55:00Z,,,81.00,22.00,,
2025-12-15T20:56:00Z,,,81.00,22.00,,
2025-12-15T20:57:00Z,,,81.00,22.00,,
2025-12-15T20:58:00Z,,,81.00,22.00,,
2025-12-15T20:59:00Z,,,81.00,22.00,,
2025-12-15T21:00:00Z,,,81.00,22.00,,
2025-12-15T21:05:00Z,,,81.00,22.00,,
2025-12-15T21:06:00Z,,,81.00,22.00,,
2025-12-15T21:07:00Z,,,81.00,22.00,,
2025-12-15T21:08:00Z,,,81.00,22.00,,
2025-12-15T21:09:00Z,,,81.00,22.00,,
2025-12-15T21:10:00Z,,,81.00,22.00,,
2025-12-15T21:11:00Z,,,81.00,22.00,,
2025-12-15T21:12:00Z,,,81.00,22.00,,
2025-12-15T21:13:00Z,,,81.00,22.00,,
2025-12-15T21:14:00Z,,,81.00,22.00,,
2025-12-15T21:15:00Z,,,81.00,22.00,,
2025-12-15T21:16:00Z,,,81.00,22.00,,
2025-12-15T21:18:00Z,,,81.00,22.00,,
2025-12-15T21:19:00Z,,,81.00,22.00,,
2025-12-15T21:20:00Z,,,81.00,22.00,,
2025-12-15T21:21:00Z,,,81.00,22.00,,
2025-12-15T21:22:00Z,,,81.00,22.00,,
2025-12-15T21:23:00Z,,,81.00,22.00,,
2025-12-15T21:24:00Z,,,81.00,22.00,,
2025-12-15T21:25:00Z,,,81.00,22.00,,
2025-12-15T21:26:00Z,,,81.00,22.00,,
2025-12-15T21:27:00Z,,,81.00,22.00,,
2025-12-15T21:28:00Z,,,81.00,22.00,,
2025-12-15T21:29:00Z,,,81.00,22.00,,
2025-12-15T21:30:00Z,,,81.00,22.00,,
2025-12-15T21:31:00Z,,,81.00,22.00,,
2025-12-15T21:32:00Z,,,81.00,22.00,,
2025-12-15T21:33:00Z,,,81.00,22.00,,
2025-12-15T21:36:00Z,,,81.00,22.00,,
2025-12-15T21:37:00Z,,,81.00,22.00,,
2025-12-15T21:38:00Z,,,81.00,22.00,,
2025-12-15T21:39:00Z,,,81.00,22.00,,
2025-12-15T21:40:00Z,,,81.00,22.00,,
2025-12-15T21:41:00Z,,,81.00,22.00,,
2025-12-15T21:42:00Z,,,81.00,22.00,,
2025-12-15T21:43:00Z,,,81.00,22.00,,
2025-12-15T21:44:00Z,,,81.00,22.00,,
2025-12-15T21:45:00Z,,,81.00,22.00,,
2025-12-15T21:46:00Z,,,81.00,22.00,,
2025-12-15T21:47:00Z,,,81.00,22.00,,
2025-12-15T21:48:00Z,,,81.00,22.00,,
2025-12-15T21:49:00Z,,,81.00,22.00,,
2025-12-15T21:50:00Z,,,81.00,22.00,,
2025-12-15T21:51:00Z,,,81.00,22.00,,
2025-12-15T21:52:00Z,,,81.00,22.00,,
2025-12-15T21:53:00Z,,,81.00,22.00,,
2025-12-15T21:54:00Z,,,81.00,22.00,,
2025-12-15T21:55:00Z,,,81.00,22.00,,
2025-12-15T21:56:00Z,,,81.00,22.00,,
2025-12-15T21:57:00Z,,,81.00,22.00,,
2025-12-15T21:58:00Z,,,81.00,22.00,,
2025-12-15T21:59:00Z,,,81.00,22.00,,
2025-12-15T22:00:00Z,,,81.00,22.00,,
2025-12-15T22:01:00Z,,,81.00,22.00,,
2025-12-15T22:02:00Z,,,81.00,22.00,,
2025-12-15T22:03:00Z,,,81.00,22.00,,
2025-12-15T22:04:00Z,,,81.00,22.00,,
2025-12-15T22:05:00Z,,,81.00,22.00,,
2025-12-15T22:06:00Z,,,81.00,22.00,,
2025-12-15T22:07:00Z,,,81.00,22.00,,
2025-12-15T22:08:00Z,,,81.00,22.00,,
2025-12-15T22:09:00Z,,,81.00,22.00,,
2025-12-15T22:10:00Z,,,81.00,22.00,,
2025-12-15T22:11:00Z,,,81.00,22.00,,
2025-12-15T22:12:00Z,,,81.00,22.00,,
2025-12-15T22:13:00Z,,,81.00,22.00,,
2025-12-15T22:14:00Z,,,81.00,22.00,,
2025-12-15T22:15:00Z,,,81.00,22.00,,
2025-12-15T22:16:00Z,,,81.00,22.00,,
2025-12-15T22:17:00Z,,,81.00,22.00,,
2025-12-15T22:18:00Z,,,81.00,22.00,,
2025-12-15T22:19:00Z,,,81.00,22.00,,
2025-12-15T22:20:00Z,,,81.00,22.00,,
2025-12-15T22:21:00Z,,,81.00,22.00,,
2025-12-15T22:22:00Z,,,81.00,22.00,,
2025-12-15T22:23:00Z,,,81.00,22.00,,
2025-12-15T22:24:00Z,,,81.00,22.00,,
2025-12-15T22:25:00Z,,,81.00,22.00,,
2025-12-15T22:26:00Z,,,81.00,22.00,,
2025-12-15T22:27:00Z,,,81.00,22.00,,
2025-12-15T22:28:00Z,,,81.00,22.00,,
2025-12-15T22:29:00Z,,,81.00,22.00,,
2025-12-15T22:30:00Z,,,81.00,22.00,,
2025-12-15T22:31:00Z,,,81.00,22.00,,
2025-12-15T22:32:00Z,,,81.00,22.00,,
2025-12-15T22:33:00Z,,,81.00,22.00,,
2025-12-15T22:34:00Z,,,81.00,22.00,,
2025-12-15T22:35:00Z,,,81.00,22.00,,
2025-12-15T22:36:00Z,,,81.00,22.00,,
2025-12-15T22:37:00Z,,,81.00,22.00,,
2025-12-15T22:38:00Z,,,81.00,22.00,,
2025-12-15T22:39:00Z,,,81.00,22.00,,
2025-12-15T22:40:00Z,,,81.00,22.00,,
2025-12-15T22:41:00Z,,,81.00,22.00,,
2025-12-15T22:42:00Z,,,81.00,22.00,,
2025-12-15T22:43:00Z,,,81.00,22.00,,
2025-12-15T22:44:00Z,,,81.00,22.00,,
2025-12-15T22:45:00Z,,,81.00,22.00,,
2025-12-15T22:46:00Z,,,81.00,22.00,,
2025-12-15T22:47:00Z,,,81.00,22.00,,
2025-12-15T22:48:00Z,,,81.96,22.00,,
2025-12-15T22:49:00Z,,,82.00,22.00,,
2025-12-15T22:50:00Z,,,82.00,22.00,,
2025-12-15T22:51:00Z,,,82.00,22.00,,
2025-12-15T22:52:00Z,,,82.00,22.00,,
2025-12-15T22:53:00Z,,,82.00,22.00,,
2025-12-15T22:54:00Z,,,82.00,22.00,,
2025-12-15T22:55:00Z,,,82.00,22.00,,
2025-12-15T22:56:00Z,,,82.00,22.00,,
2025-12-15T22:57:00Z,,,82.00,22.00,,
2025-12-15T22:58:00Z,,,82.00,22.00,,
2025-12-15T22:59:00Z,,,82.00,22.00,,
2025-12-15T23:00:00Z,,,82.00,22.00,,
2025-12-15T23:01:00Z,,,82.00,22.00,,
2025-12-15T23:02:00Z,,,82.00,22.00,,
2025-12-15T23:03:00Z,,,82.00,22.00,,
2025-12-15T23:04:00Z,,,82.00,22.00,,
2025-12-15T23:05:00Z,,,82.00,22.00,,
2025-12-15T23:06:00Z,,,82.00,22.00,,
2025-12-15T23:07:00Z,,,82.00,22.00,,
2025-12-15T23:10:00Z,,,82.00,22.00,,
2025-12-15T23:11:00Z,,,82.00,22.00,,
2025-12-15T23:12:00Z,,,82.00,22.00,,
2025-12-15T23:13:00Z,,,82.00,22.00,,
2025-12-15T23:14:00Z,,,82.00,22.00,,
2025-12-15T23:15:00Z,,,82.00,22.00,,
2025-12-15T23:16:00Z,,,82.00,22.00,,
2025-12-15T23:17:00Z,,,82.00,22.00,,
2025-12-15T23:18:00Z,,,82.00,22.00,,
2025-12-15T23:19:00Z,,,82.00,22.00,,
2025-12-15T23:20:00Z,,,82.00,22.00,,
2025-12-15T23:21:00Z,,,82.00,22.00,,
2025-12-15T23:22:00Z,,,82.00,22.00,,
2025-12-15T23:23:00Z,,,82.00,22.00,,
2025-12-15T23:24:00Z,,,82.00,22.00,,
2025-12-15T23:25:00Z,,,82.00,22.00,,
2025-12-15T23:26:00Z,,,82.00,22.00,,
2025-12-15T23:27:00Z,,,82.00,22.00,,
2025-12-15T23:28:00Z,,,82.00,22.00,,
2025-12-15T23:29:00Z,,,82.00,22.00,,
2025-12-15T23:30:00Z,,,82.00,22.00,,
2025-12-15T23:31:00Z,,,82.00,22.00,,
2025-12-15T23:32:00Z,,,82.00,22.00,,
2025-12-15T23:33:00Z,,,82.00,22.00,,
2025-12-15T23:34:00Z,,,82.00,22.00,,
2025-12-15T23:35:00Z,,,82.00,22.00,,
2025-12-15T23:36:00Z,,,82.00,22.00,,
2025-12-15T23:37:00Z,,,82.00,22.00,,
2025-12-15T23:38:00Z,,,82.00,22.00,,
2025-12-15T23:39:00Z,,,82.00,22.00,,
2025-12-15T23:40:00Z,,,82.00,22.00,,
2025-12-15T23:41:00Z,,,82.00,22.00,,
2025-12-15T23:42:00Z,,,82.00,22.00,,
2025-12-15T23:43:00Z,,,82.00,22.00,,
2025-12-15T23:44:00Z,,,82.00,22.00,,
2025-12-15T23:45:00Z,,,82.00,22.00,,
2025-12-15T23:46:00Z,,,82.00,22.00,,
2025-12-15T23:47:00Z,,,82.00,22.00,,
2025-12-15T23:48:00Z,,,82.00,22.00,,
2025-12-15T23:49:00Z,,,82.00,22.00,,
